"file","Time","Well","Measurements","Growth_Media","Strain_Names"
"GC_C/Feb01",0,"C2",0.00202145299145301,"Fly","PAO1"
"GC_C/Feb01",0,"C3",-0.028578547008547,"Fly","PAO1"
"GC_C/Feb01",0,"C4",-0.015678547008547,"Fly","PAO1"
"GC_C/Feb01",0,"C5",-0.00607854700854699,"Fly","phzE"
"GC_C/Feb01",0,"C6",-0.011778547008547,"Fly","phzE"
"GC_C/Feb01",0,"C7",-0.00267854700854697,"Fly","phzE"
"GC_C/Feb01",0,"C8",0.00042145299145302,"Fly","phzE"
"GC_C/Feb01",0,"C9",0.00302145299145301,"Fly","phzG"
"GC_C/Feb01",0,"C10",-0.010778547008547,"Fly","phzG"
"GC_C/Feb01",0,"C11",0.00702145299145301,"Fly","phzG"
"GC_C/Feb01",0,"E2",-0.027578547008547,"Fly","pvdF"
"GC_C/Feb01",0,"E3",-0.016078547008547,"Fly","pvdF"
"GC_C/Feb01",0,"E4",-0.041378547008547,"Fly","pvdF"
"GC_C/Feb01",0,"E5",-0.00737854700854701,"Fly","PPRCHAO_3014"
"GC_C/Feb01",0,"E6",-0.029778547008547,"Fly","PPRCHAO_3014"
"GC_C/Feb01",0,"E7",-0.013578547008547,"Fly","PPRCHAO_3014"
"GC_C/Feb01",0,"E8",0.00742145299145303,"Fly","phzF"
"GC_C/Feb01",0,"E9",-0.014578547008547,"Fly","phzF"
"GC_C/Feb01",0,"E10",0.00652145299145301,"Fly","phzF"
"GC_C/Feb01",0,"E11",0.030421452991453,"Fly","tssG"
"GC_C/Feb01",0,"G10",0.022421452991453,"Fly","tssG"
"GC_C/Feb01",0,"G11",0.016121452991453,"Fly","tssG"
"GC_C/Feb01",0.25,"C2",0.00602145299145301,"Fly","PAO1"
"GC_C/Feb01",0.25,"C3",-0.024278547008547,"Fly","PAO1"
"GC_C/Feb01",0.25,"C4",-0.011378547008547,"Fly","PAO1"
"GC_C/Feb01",0.25,"C5",-0.00197854700854699,"Fly","phzE"
"GC_C/Feb01",0.25,"C6",-0.010778547008547,"Fly","phzE"
"GC_C/Feb01",0.25,"C7",-0.00627854700854696,"Fly","phzE"
"GC_C/Feb01",0.25,"C8",0.001121452991453,"Fly","phzE"
"GC_C/Feb01",0.25,"C9",0.00482145299145303,"Fly","phzG"
"GC_C/Feb01",0.25,"C10",-0.00967854700854698,"Fly","phzG"
"GC_C/Feb01",0.25,"C11",0.008121452991453,"Fly","phzG"
"GC_C/Feb01",0.25,"E2",-0.022478547008547,"Fly","pvdF"
