"file","Time","Well","Measurements","Growth_Media","Strain_Names"
"GC_D/Feb07",0,"A1",-0.0851672693266833,"Fly","x"
"GC_D/Feb07",0,"C2",0.00943273067331668,"Fly","PAO1"
"GC_D/Feb07",0,"C3",0.0272327306733167,"Fly","PAO1"
"GC_D/Feb07",0,"C4",0.00613273067331671,"Fly","PAO1"
"GC_D/Feb07",0,"C5",0.0410327306733167,"Fly","pppA"
"GC_D/Feb07",0,"C6",0.0235327306733167,"Fly","pppA"
"GC_D/Feb07",0,"C7",0.00533273067331669,"Fly","pppA"
"GC_D/Feb07",0,"C8",0.0123327306733167,"Fly","tssG"
"GC_D/Feb07",0,"C9",0.0139327306733167,"Fly","tssG"
"GC_D/Feb07",0,"C10",0.0814327306733167,"Fly","tssG"
"GC_D/Feb07",0,"C11",0.0226327306733167,"Fly","pvdF"
"GC_D/Feb07",0,"E2",-0.000267269326683306,"Fly","ghh1"
"GC_D/Feb07",0,"E3",0.0222327306733167,"Fly","ghh1"
"GC_D/Feb07",0,"E4",0.00953273067331667,"Fly","ghh1"
"GC_D/Feb07",0,"E5",0.0247327306733167,"Fly","PPRCHAO_3014"
"GC_D/Feb07",0,"E6",0.00933273067331669,"Fly","PPRCHAO_3014"
"GC_D/Feb07",0,"E7",-0.0023672693266833,"Fly","PPRCHAO_3014"
"GC_D/Feb07",0,"E8",0.00643273067331668,"Fly","PFL_5494"
"GC_D/Feb07",0,"E9",0.0229327306733167,"Fly","PFL_5494"
"GC_D/Feb07",0,"E10",0.0368327306733167,"Fly","PFL_5494"
"GC_D/Feb07",0,"E11",0.0320327306733167,"Fly","pvdF"
"GC_D/Feb07",0,"G2",0.0077327306733167,"Fly","PPRCHAO_1956"
"GC_D/Feb07",0,"G3",-0.0149672693266833,"Fly","PPRCHAO_1956"
"GC_D/Feb07",0,"G4",-0.0150672693266833,"Fly","PPRCHAO_1956"
"GC_D/Feb07",0,"G5",0.0262327306733167,"Fly","fetA"
"GC_D/Feb07",0,"G6",0.0531327306733167,"Fly","fetA"
"GC_D/Feb07",0,"G7",-0.0078672693266833,"Fly","fetA"
"GC_D/Feb07",0,"G8",0.000132730673316706,"Fly","PPRCHAO_3010"
"GC_D/Feb07",0,"G9",0.00993273067331668,"Fly","PPRCHAO_3010"
"GC_D/Feb07",0,"G10",0.0236327306733167,"Fly","PPRCHAO_3010"
"GC_D/Feb07",0,"G11",0.0368327306733167,"Fly","pvdF"
"GC_D/Feb07",0,"H7",-0.0498672693266833,"Fly","mexR"
"GC_D/Feb07",0,"H8",-0.0550672693266833,"Fly","mexR"
"GC_D/Feb07",0,"H9",-0.0231672693266833,"Fly","mexR"
"GC_D/Feb07",0,"H10",-0.0329672693266833,"Fly","mexR"
"GC_D/Feb07",0.25,"A1",-0.0841672693266833,"Fly","x"
"GC_D/Feb07",0.25,"C2",0.0017327306733167,"Fly","PAO1"
"GC_D/Feb07",0.25,"C3",0.0227327306733167,"Fly","PAO1"
"GC_D/Feb07",0.25,"C4",0.00443273067331668,"Fly","PAO1"
"GC_D/Feb07",0.25,"C5",0.0337327306733167,"Fly","pppA"
"GC_D/Feb07",0.25,"C6",0.0193327306733167,"Fly","pppA"
"GC_D/Feb07",0.25,"C7",-0.000567269326683328,"Fly","pppA"
"GC_D/Feb07",0.25,"C8",0.0027327306733167,"Fly","tssG"
"GC_D/Feb07",0.25,"C9",0.0143327306733167,"Fly","tssG"
"GC_D/Feb07",0.25,"C10",0.0566327306733167,"Fly","tssG"
"GC_D/Feb07",0.25,"C11",0.0227327306733167,"Fly","pvdF"
"GC_D/Feb07",0.25,"E2",-0.000667269326683317,"Fly","ghh1"
"GC_D/Feb07",0.25,"E3",0.0261327306733167,"Fly","ghh1"
"GC_D/Feb07",0.25,"E4",0.000932730673316673,"Fly","ghh1"
"GC_D/Feb07",0.25,"E5",0.0171327306733167,"Fly","PPRCHAO_3014"
"GC_D/Feb07",0.25,"E6",0.0154327306733167,"Fly","PPRCHAO_3014"
"GC_D/Feb07",0.25,"E7",0.000532730673316717,"Fly","PPRCHAO_3014"
"GC_D/Feb07",0.25,"E8",0.0106327306733167,"Fly","PFL_5494"
"GC_D/Feb07",0.25,"E9",0.0254327306733167,"Fly","PFL_5494"
"GC_D/Feb07",0.25,"E10",0.0376327306733167,"Fly","PFL_5494"
"GC_D/Feb07",0.25,"E11",0.0366327306733167,"Fly","pvdF"
"GC_D/Feb07",0.25,"G2",0.0032327306733167,"Fly","PPRCHAO_1956"
"GC_D/Feb07",0.25,"G3",-0.0126672693266833,"Fly","PPRCHAO_1956"
"GC_D/Feb07",0.25,"G4",-0.0161672693266833,"Fly","PPRCHAO_1956"
"GC_D/Feb07",0.25,"G5",0.0184327306733167,"Fly","fetA"
"GC_D/Feb07",0.25,"G6",0.0535327306733167,"Fly","fetA"
"GC_D/Feb07",0.25,"G7",-0.0121672693266833,"Fly","fetA"
"GC_D/Feb07",0.25,"G8",-6.7269326683328e-05,"Fly","PPRCHAO_3010"
"GC_D/Feb07",0.25,"G9",0.0113327306733167,"Fly","PPRCHAO_3010"
